/home/migly-home/git/roborescue-v1.2/boot/logs
Waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
Still waiting for '/home/migly-home/git/roborescue-v1.2/boot/logs/kernel.log' to exist...
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 21, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1424 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 21, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1448 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 21, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1468 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 21, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1486 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 21, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1510 of 1024 bytes, new message is 24 bytes.
WARN traffic3.simulator.TrafficSimulator : Civilian (110410016) moved to unplaned building(TrafficArea (Building (43858))) TrafficAgent[id:110410016;x:273126;y:859285;]
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1622440888, Time = 22, Channel = 0, Message = 4 bytes of raw data: Agent 1622440888 has uttered too many voice messages on Voice channel 0 (range = 30000, max 1 messages of size 256)
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1025 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 22, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1043 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1067 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 22, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1073 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1093 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 22, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1099 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1119 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1139 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 22, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1157 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1181 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 22, Channel = 1, Message = 15 bytes of raw data: Discarding message on channel 1: already used 1196 of 1024 bytes, new message is 15 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1216 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1236 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1256 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 22, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1262 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1282 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 22, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1300 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1324 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 22, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1330 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1350 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 22, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1368 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1392 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1412 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 22, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1430 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1454 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 22, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1474 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 22, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1498 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1038 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1062 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1082 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1100 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1124 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1150 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 23, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1156 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1176 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1196 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1214 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1238 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 23, Channel = 1, Message = 15 bytes of raw data: Discarding message on channel 1: already used 1253 of 1024 bytes, new message is 15 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1273 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 23, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1279 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1299 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1319 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 23, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1325 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1363 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1387 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 23, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1393 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1413 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1431 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1475 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 23, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1493 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1517 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 23, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1537 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 23, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1561 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1024668215, Time = 24, Channel = 0, Message = 4 bytes of raw data: Agent 1024668215 has uttered too many voice messages on Voice channel 0 (range = 30000, max 1 messages of size 256)
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1035 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1055 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1097 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 24, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1103 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 24, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1129 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1149 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 24, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1155 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1175 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 24, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1193 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1217 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 24, Channel = 1, Message = 15 bytes of raw data: Discarding message on channel 1: already used 1232 of 1024 bytes, new message is 15 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1252 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1272 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1292 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 24, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1298 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1318 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 24, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1336 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1360 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 24, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1366 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1386 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 24, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1404 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 24, Channel = 1, Message = 10 bytes of raw data: Discarding message on channel 1: already used 1414 of 1024 bytes, new message is 10 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1438 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1458 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 24, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1476 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1500 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 24, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1520 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 24, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1538 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 24, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1562 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1810998260, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1026 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1046 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 25, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1064 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1088 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 25, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1094 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1114 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 25, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1120 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1140 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 25, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1146 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1166 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 25, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1184 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1208 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1299441922, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1243 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 25, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1249 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1269 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 171599855, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1289 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1719600142, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1315 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2139236979, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1357 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 25, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1363 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 401202116, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1383 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 27996508, Time = 25, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1401 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 470062811, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1445 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 25, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1463 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 383351540, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1487 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 888508209, Time = 25, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1507 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 25, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1525 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 523847528, Time = 25, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1549 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1650091379, Time = 26, Channel = 0, Message = 4 bytes of raw data: Agent 1650091379 has uttered too many voice messages on Voice channel 0 (range = 30000, max 1 messages of size 256)
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 136726399, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1037 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 120146044, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1061 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1067 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 987197250, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1087 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1093 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1897091361, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1113 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1119 of 1024 bytes, new message is 6 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 346019380, Time = 26, Channel = 1, Message = 20 bytes of raw data: Discarding message on channel 1: already used 1139 of 1024 bytes, new message is 20 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 26, Channel = 1, Message = 18 bytes of raw data: Discarding message on channel 1: already used 1157 of 1024 bytes, new message is 18 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 1027528222, Time = 26, Channel = 1, Message = 24 bytes of raw data: Discarding message on channel 1: already used 1181 of 1024 bytes, new message is 24 bytes.
WARN kernel : Invalid message: urn:rescuecore2.standard:message:speak : Agent ID = 2070051406, Time = 26, Channel = 1, Message = 6 bytes of raw data: Discarding message on channel 1: already used 1222 of 1024 bytes, new message is 6 bytes.
